,comments,sentiment
363,이렇게 이 뻣나미모에 빠지네,
364,난 니머리 꼭대기에서 춤 춰 유덤덤,
365,소미만세,
366,왜 케 앙상해졌냐 ㅠㅠㅠㅠ 연약 내숭여자의 마음 이런 가사요즘은 안 먹히는 데,
367,그러게 요안 먹히는 데 차트 쓸었네요,
368,가사 너무 구식이다,
369,소미 진짜 갈수록 아름다워짐,
370,가즈아,
371,연약 단어 선택 실환가,
372,아니 하이틴인데 왜 남주가 한남이 노,
373,헐 팔로우하던 모델 분이 어디 뮤비 출연하셨다더니 여기였구나 ㄷㄷ 전소미 넘이쁘당,0
374,너무 말라서 걱정되네요 ㅠㅠㅠ노래는 항상 잘 듣고 있어요,0
375,그만큼 멜로디가 기성곡 느낌이 난다는 건데 여기 올라온 곡들 중에서 이 곡이 제일 좋다 말 같지도 않은 거 주장하지 마라,
376,언니의 또 새로운 모습을 보는 거 같에 좋아,0
377,진짜 준비 많이 한 거 티 남 소미야 더 잘되자 사랑해,0
378,살왤케 뺀 거전이 딱 좋았는데,
379,오 1시간 전오,
380,소미야 이번 안무진짜 좋다 특히 벌스 부분 유행할 거 같음틱톡에서 많이 보일 듯,0
381,엔젤같이 예쁘다,
382,남주 누구에 용,
383,영환 줄 알았네 하이틴 영화,
384,소미야제발 외국 드라마랑 영화에도 캐스팅돼서 우리의 안구 정화 좀 시켜줘 ㅜㅜ 키싱 부스빌어 먹을 세상 따위 등 등,0
385,소미는 뭔가 랑겉도는 느낌이 드는 건 나뿐인 가뭔가 어울릴 듯하면서도 노래가 아쉽기도 하고 컨셉은 좋은데 컨셉에 비해 목소리나 노래가 따라가지 못하는 느낌 아무래도 고유의 강렬한 인상이랑 목소리가 있어서 그런 가ㅠㅠ 악뮤처럼 개인의 개성을 살리면서 서포트를 받는 게 아닌 에 물들듯 컨셉 잡을라 하는데 제대로 안 잡히는 것처럼 보임 물론가 아닌 블랙 레이블이지만 좀 더 시간이랑 자본을 들였다면 더 좋은 결과물이 나왔을 수도 있지 않았을까 하는 아쉬움이 든 다 분명 제니나로제가 같은 뮤비를 찍었으면 다른 결과물이 나올 거 같고 노래 또한 좀 더 완성도 있게 나왔을 것 같은데 너무 보급형 느낌이 든다,
386,존 나게 이쁘 구 존 나게 잘생겼네,
387,당신은 찾았습니다 한국안을,
388,근데 진짜 컨셉 좋고 노래 좋고 전소미도 좋아하고 다 좋은데 코로 난데 저 많은 사람들이 마스크 안 쓰고 뭐하는 거지라는 생각,0
389,대체 어떤 버르장머리 없는 새끼들이 싫어 요박는 거지 존 나 완벽한 데,
390,가사가 2000년대 초반에 쓴 것 같네,
391,와하이틴 영화 하나본 거 같디,
392,온통 노래를 앵앵거리게 만들어 놓네ㅋㅋㅋㅋㅋㅋㅋㅋ,
393,언제나처럼 완벽,
394,가사 잘 들어보면 비꼬는 거에요,0
395,차면 부러지 것 다ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,
396,이번 노래 재밌 네ㅋㅋㅋ,0
397,가사 왜 저래ㅋㅋㅋㅋ,
398,덤덤 노래 좋다 널리 널리 알려야 돼,0
399,소미 너무 예쁘다,
400,흠,
401,아살을 너무 많이 뺐다ㅠㅠ,
402,|,
403,소미는 외국인들한테 인기 많네ㄷㄷ 다 외국인,
404,한국인들도 많아요 ㅎㅎ,
405,컨셉은 찰떡인데 전체적으로 뭔가가 아쉬운 느낌 ㅜㅠ뭔지 모르겠는데 뭔가가 부족해 왜소미 노래는 이런 식으로 만들 지후렴에서 꽂히는 게 있어야 사람들이 기억하고 찾아 듣는 건데 소미 노래는 후렴이 다 그냥 댄 브 느낌 ㅜㅠ 그리고 이 일 차원적인 가사 뭔데 ㅜㅠ,
406,소미는 넘나이뿐 대ㅠㅠㅠㅠㅠㅠㅠ가사가 너무 아쉬워여,
407,2021년 8월 2일 아직까지 도 보는 사람 있음,
408,한국인 찾습니다손 우리 소미 노래 조아,
409,시대역행하는 가사 뭐임 소미한 테 이런 가사 주지 말라고,
410,한국인이 하나도 없네 ㅠㅋㅋㅋㅋㅋㅋ 반응 보려고 온건뎅,
411,옷이 엄청 화려한데 얼굴이 더 화려함,0
412,진심개이쁘고 찰떡이다,0
413,와드디어 소미가 제 옷 입은 거강 다진짜 소미하이틴 여주 재질 미쳤다고 너무 예쁘다,0
414,천만,
415,전소미하이틴 찰떡 이야,
416,아씨가 사ㅈ같네,
417,24랑 알티까지 있네ㅋㅋ걍 다 들어왔네,
418,와 진짜 바비 인형 같다 너무 이뻐,
419,다른 외국 가수와 교차되는 ㅋㅋ,
420,하이틴 재질 미춌 따전소 미퀸카,
421,전소미 귀엽다 진짜 와국하이틴 같다는 남자분도 혼혈 같은 분우로 진짜 잘 섭외했다,0
422,분위기가 휙휙 바뀌네,
423,손동작ㅋㅋㅋ 넘나ㅋㅋ일루미나티ㅋ,
424,한방이 부족해,
425,하이틴 영화 한 편 다 봤다,
426,목소리가 비쥬얼을 못 따라가나 왜 케 노래가 늘어지는 느낌이지,
427,들어도 들어도 좋다,
428,와 이번 곡 넘좋다,
429,심각하게 노래가 ㅓ너무 좋아,
430,처음에는 소미 씨미모만 보면서 끝까지 보았고 다음에는 영상은 안 보고 노래 만들었는데 영상 볼 때는 몰랐는데 노래가 참 좋다 엄청 대박 나겠다,0
431,뭐임왜 컴백한지 아무도 모름,
432,벌스 데이 왔츄 뮤비도 같이 봐주세요,
433,이번 노래도 좋당 후렴에서 갑자기 멜로디 바뀌는 거개 좋음근데 소미 바비 인형임,0
434,사랑해,
435,소미 진짜 하이틴 재질이 네ㅋㅋ 뮤비가 아니라 미드 영드학원 물이라고 해도 이상하지 않을 듯,0
436,가사가 ㅋㅋㅋ소미야너도 고생이 많구나,
437,너무 말랐다 에바좀 쪄야 할 듯 진짜,
438,언니 이 뻐요ㅎㅎ,
439,ㅇ 이게 뭐 누,
440,컨셉 잘못 잡았다,
441,뮤비가 가사랑 같아서 놀랐네 ㅋㅋㅋ,0
442,블랙 핑크 선미 느낌이네,
443,랩 부분은 엄청 좋은데 앞에 밝은 부분은 안 어울려 요노래 두 개를 억지로 하나로 합친 느낌,
444,와 이런 하이틴 영화 나왔으면,
445,와 진짜 금발하니까 바비 인형 같다ㅠㅠ 하이틴 너무 좋음 ㅠㅠㅠ,
446,확실히 아이돌들이 연습생 기간을 괜히 보내는 게 아니구나 연습생 기간 없으니 좀 차이나네,
447,한국어 댓글,
448,가사가 너무 시대착오적인데,
449,스라다 3939,
450,와 뭐지 진짜 하이틴은 전소미가 끝판왕이구나,0
451,내가 찾은 첫 한국인 댓글,
452,와탈색하니깐 ㄹㅇ 바비 인형 같다ㅜㅜ 너무 이쁘다 이번 노래 대박 났으면 좋겠당ㅜ,
453,소미야 화이팅,
454,하이틴퀸의 컴백이 다진 짶ㅠㅜㅠㅜㅜㅜㅠㅠ 넘예뻐요프롬퀸 쿼터백 하이틴 소설좌라락스쳐 지나가 요 너무 예쁘다 ㅜㅜㅜㅜㅜ,0
455,울공주컴백 축하해 이번 활동도 팟팅,
456,영어 버전도 좋을 듯,
457,참 예쁘고 춤도 잘 추는데 아직 뭔가흠,
458,전소 미만큼 재능 있는 사람을 델 따가요 정도밖에 못 뽑아내는 회사도 참 대단타참 안타깝네 전소 미 좋은 곡 좋은 회사만 만났어도 탑티어에서 놀텐데 ㅠ,
459,병욱이형,
460,퀸 카다,
461,올리비아 잡자 소미야,
462,생긴 거 완젼퀸카,
463,와소미요정에서 여신된 듯 존 예다 진짜,
464,드뎌를 벗어난 창법,
465,소미야 좋아해,
466,완전 공주님 재질 내 워너비,
467,ㅠㅠㅠ,
468,1000만 돌파,
469,23031031 ㅠㅠ,
470,23215215 않아도 여기되게 많이 들어본 거 같은데 뭐지 ㅠㅠㅠㅠㅠ궁금하다 ㅠㅠ아는 사람 ㅠ쫌된 노래였던 거 같은데,
471,아이뿌당,
472,238008003 화이팅,
473,너무 이뻐,
474,10039 ㅠㅠ,
475,ㅠㅠ 39,
476,13924 ㅠㅠ 10,
477,39ㅠㅠ 39,
478,서양 덕후인가,
479,시바먼 외국 댓글 밖에 없노,
480,하이틴 재질 오져,
481,일루미나티형들이 우리 소미 밀어주나 요 전 시안춤 ㅎㅎ,
482,팝송인데 귀에는 한국어가 들려,
483,여러분 1000만뷰찍 읍시다,
484,좀 만 더 힘내자 24시간 1100만뷰 가능할 듯 단 솜뭉치들이 열스밍할 때 지금 급상승 음악 2위 임오늘 1위 찍자 할 수 있어,0
485,감사합니다ㅠㅠㅠ,
486,지나가는 한국인 인터넷 켯다가 기사 보고 왓습니다,
487,감사합니다ㅠㅠㅠ,
488,24시간 천만뷰는 거뜬히 넘길 듯 하네요으샤,
489,엇 저도 블링크이자 솜뭉치에요 와 이 지 감성 못 잃어,0
490,곧 1000만이 다소 미화이팅 노래 너무 좋아,
491,완전하이틴 영화 같애 ㅠㅠ,
492,소미 얼굴 보고같이 주접 떨 한국인 댓글이 안 보이네ㅠㅠ,0
493,뉘집 딸인지 너무 이쁘다,0
494,언니 몸매 너무 멋져 아니언니가 아닌 게 더 소름이야,0
495,여기서 살 좀 만 더 붙으면 더 이쁠 듯 ㅠㅠ,
496,64247324102439 ㅠㅠ,
497,넷플릭스야 뭐하니 진짜 소미하이틴 여주시켜줘,0
498,노래들을 수록 더 좋아 덤덤덤,
499,아주 멋진,
500,헐 염색하니 진짜 그냥 대놓고 외국인인데 한국말 잘하니까 이질감까지,0
501,해바라기 39,
502,배서연,
503,배서 연 101039,
504,3939ㅠㅠ,
505,너무 이쁘고 하이틴 느낌 제대로 난다,
506,이런 스타일의 가사 오랜만이네,0
507,약간 올드스타일 머리 꼭대기에서 춤 춰요하는 가사 듣고 개 충격 받음요,
508,노래진짜 미쳣다,
509,이번 노래 엄청 좋은데 살이 너무 빠지셔서 걱정되네요ㅠ,
510,배루희 39,
511,배루희,
512,배루희 393939,
513,뭔가 영어로 부르는 게 더 어울렸을 것 같다 이번 곡은 미국 하이틴 느낌인 것 같아서 그런가,0
514,소미님 덤덤 대박 나세요 노래 좋아요,
515,미쳤나 봐 ㄹㅇ 하이틴퀸카 그 자체,
516,미드 한편 다 봄,
517,완성형인 줄 알았는데 끝없이 발전하네,0
518,와하이틴 분위기 짱이다 이번 활동 성공을 빌게요,0
519,남주나올 때 숨멎,0
520,귀엽다,
521,컨셉이 올리비아 따라 한 거인가,
522,가사 누가 썼냐 중 2병인가,
523,한국인 없노,
524,소미야너진짜 인간 하이틴 아니 왤 케이뻐,
525,살을 너무 빼서 누군지 못 알아보겠네 조금 통통한 편이 좋은데,
526,활동하는 거 많이 보고 싶어요 노래 좋음,
527,이번 노래 너무 좋다 처음 비트 너무 취저 그나저나 언니 살 너무 많이 빠진 거 아니냐구,
528,스민 열심히 하겠습니다,
529,가사신경 안 쓰고 들었는데 여자의 마음을 몰라서 트롯에서나 나올이 진부한 가사는 확 깬다작사팀 누군지,
530,인정요ㅋㅋㅋㅋㄹㅋㄹㅋㅋㄹㅇ가사개구림,
531,지금 2011년이냐가 사왜 이래 작사가 넷플릭스 끊어라,
532,이번 노래랑 안 무너무 맘에 든다,
533,비트 중독성 ㄷㄷ 계속 듣게 되네요,
534,오마소미장,
535,너무 예뻐서 말이 막힘 빅시 모델 같아 졸라 예뻐 언니가 사랑한다,0
536,하이틴 그 자체 솜소미,
537,포인트 안무랑 남자 머리 위에 있는 뮤비 신 빼고 괜찮은 듯 이국적인 페이스에 코디도 잘해서 하이틴 컨셉이랑 잘 어울림,0
538,성인되니까 얼굴이 급격하게 바뀌네,
539,23129129로제,
540,빌어 먹을 심즈,
541,와 진짜 하이틴 퀸 카다,
542,가사가 무슨 129,
543,눈나런닝맨 만나오면 다른 사람 되더라,
544,하이틴 여주 다 여주여,
545,ㅁㅊ 개 좋아 역시 하이틴 컨셉 잘 어울리네,0
546,진짜 최고 임ㄹㅇ 너무 좋아서 충격 먹음 너무 조아 그냥 ㅅㅂ너무 좋아ㅜ,0
547,이번 노래 돌았나 ㄹㅇ 갈았다 찢었어 후렴춤이랑 걍미침ㅇㅇ웅장해진다,0
548,존 나 정신없고 산만하다,
549,지난 앨범까지는 뭔가 미숙한 느낌이 있었는데 자리 잡은 것 같다 프로 같음,0
550,8 달성,
551,진짜 하이틴의 정석,0
552,소미 이번 노래 진짜 내 취향 저격ㅠㅠ 오래오래 활동햊ㅜ,0
553,이번 노래진짜 미쳤다 이거 잘하면 리즈 시작점일 수도,0
554,너무 이쁘당,
555,가사 진짜 빻았다ㅎ,
556,씨발가사보고작사가 보고왔더니 역시나 테디구만 진짜와 어떻게 변하질 않냐 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,
557,바비 인형 같다,
558,전보다 자신감이 넘쳐 보이고 점점 예뻐진다근데 소미야살이 너무 많이 빠진 거 아니니,
559,아소미가사 누가 썻나요 노래리듬 노래 완전 좋은데 저비쥬얼 저피지컬 저 실력 뮤비도 너무 괜찮고 다 트렌디하고 좋은데가사하아 아 너무 안타까워 소미는 왜 항상 2가 부족하죠 ㅠㅠ씨스타가 식걸이 2010년도에 나왔죠 비슷하네요 그때는 인기가 있었죠 소미 노래는 2010년에서 멈췄나요 지금 가사는 한국에서 인기가 없을 텐데 아까워 너무 아까워 ㅠㅠㅠ 못 따라가네요 뮤비가 그나마 받쳐준다고 생각함 뮤비를 같이 보지 않으면 한숨만 남 가사가 10년 전 너무너무 뒤쳐져 있습 니다 적당히 하면 모를까 얼마나 기다렸는데 한국에서 활동안함,
560,진짜들을 수록 좋은 음악 같네 요소미님 음색 겁나 좋고 후렴구 중독성 겁나쩔 고춤도 너무 잘 어울리고 ㅜㅠㅠㅠ 어제부터 계속 듣는 중ㅜㅠㅠㅠㅠ,0
561,뜨겠네,
562,누니,
563,언니 화이팅,
564,와 만화 찢고 나온 하이틴 여주같 입틀 막,0
565,이번 컨셉 짱이 다진짜 원했던 게 이거라 구ㅜㅜ,0
566,오그녀는 너무 아름답습니다,
567,노래진짜 좋넹,
568,한국인 한 명도 없네,
569,요기서,
570,소미 이번에 대박 날 듯 노래 전환 너무 좋고 뮤비 최고다,
571,소미 양 살 더 빠졋네 욤 건강 챙겨 요덤덤 흥해라와 소미동생 뮤비나 왓넹 크,
572,아이고 케이팦은 내리막길이구나 이젠 아무런 특별한 뭐도 없고 10년 전 유행했던 육육 육싸인 이나 눈에 감고 알루미늄 홍보하고 ㅉㅉㅉ 너무나 촌스럽ㄸㅏ,
573,우와 메이크업 포니,
574,그 돈으로 내가 만들어도 이거 보단 잘 만들겟 다 주위에서 이래라 저래라 시바말들이 존 내 많으니깐 그렇게 돈을 쓰고 뮤비를 이래 만들 지 컨셉도 저런 느낌지겹 다소 미가 얼마나 매력잇는데 그 매력을 확 끄집어내서 폭팔시켜야지 무슨 어디서 전부 본 듯한 느낌이 짜집기하고는 노래도 더 삘이 살아야지 그게 머고 바비 인형 데리고 멍청하게 노래시킨 느낌 개망작을 만들고 지랄이 여 컨셉만 잘 잡으면 진짜 미국 마돈나 저리가라 할 정도로 확뜰수 잇는 애를 완전 국내파로 말뚝을 박아 버리나 1집 부터보다 가 진짜 답답해서 적는 다이럴 꺼면 그냥에 그냥 잇던가 괜히 돈 때문에 싸우다가 나와 가지고 등신들 소미도 보니깐 관상이 스트레스 엄청받는 스탈인데 결과가 좋게 나와야 소미도 즐겁지 맨날 1위 한 번 하고 슬슬 없어지고 드라마 영화에서 케릭터 잘못 잡아서 사라지는 아이돌들을 그대로 따라하고 잇노그리고 눈 화장이랑 탈색을 왜 하는데 100양년 같자나 잘난 걸 더 잘나가 보이면 사람들이 좋아하나 재수 없다고 생각하지 겸손하고 감추고 아닌 듯 해야 아이유처럼 빵 뜨는 거지 그리고 소미차는 머한다고 우르스 왜 사주노참 내내 잘 낫다함부러 나를 좋아하지 말고 우러러 봐라 아래 것들 아 이런 느낌이 자나,
575,ㅜㅜ 아너므이 뻐,
576,너무 공주자나,
577,너무 말랐다 ㅠㅠㅠㅠ,
578,그니까 ㅜㅜㅜ,
579,오이번 컨셉 너무 어울린다,
580,와하이틴 느낌 ㄹㅇ대박 잘 어울린다,
581,아직 전소 미의 색을 못 찾은 듯 여자 솔로는 아이 유쳐럼 자기 색의 음악을 하지 않으면 힘든 거 같음 힘내 요항상 응원합니다,0
582,왤케살 뺐어 ㅠㅠ 안쓰럽다,
583,전서미,
584,미쿡 하이틴 영화 같다,
585,노래존 나 좋네,
586,극한 다이어트 안타깝네요,
587,뮤비 미쳤다 그냥 인간 하이틴,
588,오바야진짜 개찰떡 컨셉이랑 노래랑 다레전드인 듯,
589,난 이 노래 중독성 있고 개 좋은데,0
590,한국 쪽 카디비 포지션임,
591,테디미친놈 노래 매번 개쩌네,
592,아니 일단 한국인 모여봐,
593,블랙 핑크는 노래가 다 좋은데 소미는 뭐냐 노래가,
594,너무 살 뺐어,
595,노래 너무 좋은데 이번 노래는 음방 무대가 진짜 기대됨 빨리 무대 줘요,0
596,와댑악,
597,1년에 2번 컴백해줘 ㅠㅠ,
598,소미는 하이틴 컨셉이 너무 잘 어울림,
599,헐너무 맘에 듬,
600,쿵쾅이 들ㅂㄷㅂㄷㅋㅋ,1
601,소미땜에 오빠 힘들다,
602,ㅈㄴ,
603,39 정말 아름다운 노래입니다 보컬 비주얼 안 무스토리 다 내 취향이 다소 미는 내가 가장 좋아하는 솔리스트 다 그녀의 모든 신곡은 새로운 장르와 같습니다,
604,너어어 어무 좋다 컨셉 찰떡,
605,하이틴 재질찰떡,
606,그냥 잘 보이고 싶은 마음을 노래로 만든 거 아닌가 괜찮은디,0
607,이 제 목소리도 성숙한 아가씨같이 이쁘네요 화이팅 전소미님 동생 분도 나왔네요,0
608,남주배우성함 아시는 분,
609,우리나라에서 전소미 아니면 누가 이런 하이틴을 소화하겠어,0
610,솔직히 별로다,
611,소미는 아무리 봐도 그룹이,
612,하이틴 미쳤다 개 잘 어울려,
613,소미야니가 뺄살이 어딨다고 ㅜㅠ,
614,노래 좋다 자꾸 보게 되고 자꾸 듣게 된다 능,0
615,쪼아쪼은 데가사가 가사가 쬐끔 아쉬워 그래도 소미 얼굴 최대 치 활용 완벽캄,0
616,나도 그 생각했는데 누가 쓴 거야 젠 더 이슈 노렸나,
617,가사특히 몇 줄이 왜 이러지나 머진 너무 좋은데 그래도 소미님 응원합니다,0
618,근데 싸비에서 확 반전되는 느낌 확진 취적인 느낌이라 좋더라구요,0
619,엄청 말랐어 고생했을 게 느껴진다ㅠㅠ,
620,39ㅠㅠ,
621,이거지 ㅠㅠㅠㅠㅠㅠㅠ소미 실력이야 뭐 원래 짱이 고 스타일링 컨셉 완벽하다 ㅠㅠㅠㅠㅠ,
