comments,sentiment
여자처럼생긴애들이 대부분 저렇다 참고로 나는 남중 남고 군대 갔다옴,1
이종석 ㄲㅈ,1
"이종석이 별로라 한 사람은 다 진국이네 박보영, 아이유 라니 이종석 믿거 ㅋㅋ 관상 딱 봐도 꽃뱀스타일인데 우웩",1
이종석은 그냥 머리가 나쁜거지,1
이종석은 그럴것같은 이미진데 송중기는 깨네 이미지랑 반전이다,1
송중기 관종인가? 관심을 자기쪽에 집중시키려는...자기가 잘났음을 넘 잘알아서 자뻑남...도끼남...,1
이종석 성형전 개병신일때생각안할래?,1
미친놈이네,1
으.. 개극혐이네. 물론 기레기마냥 가십질 하는 저 여자,1
송중기 껍데기만 이쁘넹....,1
저때는 송중기가 관종끼가 있었네ㅋ,1
뭐야 나 송중기 존나 그냥 좋게 보고있었는데 이거보고 정 다 털리네 ㅃㅇ,1
송중기는 인성 개차반인건 유명하고<br>이종석도 실제로 엄청 싸가지없다고 함..,1
얼굴이 잘생기고 못생기고를 따지는게아니고<br>솔직히 이종석 송중기 여자또는 멸치같음,1
다들 초심 찾으세요 좆밥이던떄를 생각하며<br>항상 조심하고 조심하세요,1
전생에 기생들이었나 보다.특히 이종석,1
이종석  스타일 너무 싫어,1
"한녀들 속으로는 ㅈㄴ 부러워하고 있으면서 왜 저러냐고 욕하네ㅋㅋㅋ박보영처럼 이쁘고 인기많은 여자들한테야 불편할 수 있는거지, 너네같은 남상들은 애초에 저런 존잘들이 말도 안걸어준단다",1
근데 내 생각에 이 유튜브가 저기 송중기 이종석보다 1억배는 더 쓰레기같음!,1
존나 꼬리치네 ㄷㄷ,1
얼굴좀믿고 너무 나대는데 금방 40되면 달라질텐데...키도작은데,1
너무 유명한 여우 둘이네.. 진짜 주변에 보면 저런 남자들 무조건 있는데 설렐줄알고 머리쓰다듬는거 진짜 시발 쓰면서도 토악질이 나오네 제발 좀 하지마 그것때문에 트라우마생겼음,1
"송중기 존나 정떨이네,, 송혜교나 송중기나 거기서 거기였겠지",1
송중기는 진짜 관상부터 토나옴,1
송중기 태후때 송혜교랑 둘이 인터뷰한거봐라 개싸가지도 그런 싸가지가 없다 ㅡㅡ,1
이종석 생긴것만봐도 비열한 간신배상임,1
이종석 진짜 개무서운놈이었네ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ소시오패슨줄;,1
"어떤 댓글을 보라는거여? 이혼은 갑자기 뭔 이혼??? 헛소리 나불대고 있어. 혼자 어디서 약하다 왓나 ㅋ<br>그리고 니가 보기엔 &#39;있었던 사실을 그대로 말하는거&#39;랑 &#39;없는 사실을 짜집기하고 가져다 붙여서 편집한거&#39; 이게 똑같다고 느껴지냐?<br>대다수가 판단하기에 저기에 나오는 놈들 행동이 충분히 문제의 소지가 될만한 일이고만 쉴드치고 싶어서 나대는 꼬라지인건가<br>그리고 비난 받을 짓 한사람을 비난 안 하는 선택을 할 수도 있는거지만 굳이 비난 한다고 해서 그 사람들이 나쁜거냐?<br>결국 비난받을 짓 한 사람들이 나쁜거지. <br>마지막으로 말의 논점을 흐리지마 ㅅ키야. <br>구하라랑 설리는 비난 받을만한 일을 한것도 아닌데 메갈로돈ㄹ들이 굳이 말도안되게 억지로 욕하고 괴롭혀서 죽게 만든건데,<br>그 메갈로돈ㄹ들을 여기서 있는 사실을 그대로 말해주는 사람이랑  같은 사람 취급을 하니까 구하라랑 설리 이야기가 왜 여기서 나오냐고 한거.<br>하나 하나 풀어주니 이제 이해가감? 아님 아직도 ㅃ통 머갈이라 이해 안감?ㅉㅉ<br>꼬투리는 니가 지금 억지로 잡고있는걸 꼬투리라고 하는거란다 위선자 ㅅㅋ야 ㅋㅋㅋ ㅂ",1
조랄을 해요..,1
이종석 저게얼굴이냐 그냥듣보잡아니여? 스타급에도 못끼는허접인데,1
거울 보고 와봐 허접아,1
"아니 어이가 없는게ㅋㅋㅋㅋㅋㅋㅋ<br>이런 짜집기 영상 하나 보고  저럴 줄 알았다, 취향이 어쩌고 물타기하는 년놈들 참 멍청하다ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ사실인지 아닌지 모르고 있는 상태에서 걍 까는 것들이나 뭐하나 맘에 안들어서 일부러 더 까는 것들이나 참 멍청하고 어리석네",1
저기 입 나불대는 년 썬글라스나 벗고 얘기하면 좋겠네요.,1
아니 이쁘고 매력있으니까 작품할때마다 남자배우랑 사귀는거지 ㅈ도 아니면 아무리 꼬리쳐도 못사귀지ㅋㅋㅋ 송혜교가 송중기처럼 ㅈㄴ 흘리고 다니는 동영상 한번도 본적없음 송중기는 애잔할정도로 흘리고다니는구만 송중기도 인성터진것같은데 개뿔 멋있지도 않은데 존나 끼부리고다녀,1
송중기십새야 넌 유준상 마누라 홍은희가 이상형이라매 공무원 교사 공기업 교직원 신의직장,1
송중기 송혜교 끼리끼리 잘만났었네 <br>송중기 고향인가? 어디에 송중기 뭐 판넬인가? 세워놓지 않았나? 무슨 독립운동가도 아니고 개오바해놨던데 굉장히 꼴깝 그리고 이종석은 지 주제를 알아야할거같다 생긴거 그정도 아닌데,1
송중기랑 훈련소에서 같이 보냈는데 사람한테 필요한 네가지가 없더라<br>잘생기긴했는데 왕자병 심했고 오히려 더 잘생긴애도 있어서 그냥 연예인이다 생각은 했어도 개쩐다 생각은 한번도 안들었음<br>거기다 다작더라..얼굴도 키도 그리고..음..진짜 작더라ㅠㅋ,1
나도 남자지만 송중기는 ㄹㅇ 밥맛이네,1
이종석은 인성이 안좋게 보이지않나? 원래 싸가지 없잖아~,1
씨벌 나는 봉사활동가서 꽃미남 친구새끼가 나이많은 여자들에게 누나해주니까소리지르고커피사주고 하길래 나도 일하다궁금한게잇어서 누나 이거 어떻게하나요햇더니  정색하면서언제봣다고 누나라고하냐고 하길래 민영씨 햇더니 징그럽다고 씨씨 하지말라길래 빡쳐서 아무말안하고잇어더니 거기원장님이 끝날때 내친구한테 쟤 말못하니? 하더라 씨팔,1
송중기 런닝맨 때부터 싫었다 이종석도 극혐,1
런닝맨 나와서도 월요커플하는데 낄끼빠빠 못하고 지랄함 ㅋㅋㅋ<br>박보영이 송지효옆자리 가려던 송중기보고 가지말라고 하던게 개사이다 ㅋㅋㅋㅋ,1
송중기 런닝맨 나온거만봐도 개씹관종,1
삼시세끼에서 이종석은 윤균상한테 과하게 앵앵거리는거보고 엄마가 저거 게이냐고 묻던데ㅋㅋㅋㅋ,1
이종석은 여우. 송중기는 관종 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,1
사람들 웃기네 송중기 좋아할땐 언제고 ㅋㅋㅋㅋ 송중기 원래 싹수가 노랫음. 예전에 ‘꽃미남 아롱사태’ 라는 송중기 데뷔직전에 나온 예능이 있는데 여기서도 인성 별로였고. 그 이후에도 행보들을 보면 욕심 많고 나르시즘 오지는 사람임,1
ㅅㅂ 이 영상 보고 편 가르기 ㅈㄴ 하네 ㅋㅋㅋㅋㅋ<br>ㅋㅋ ㅈㄴ 문제네,1
"이종석 여우같네 진짜 ㅋㅋㅋㅋ  내가 박보영, 아이유 입장이었으면 ㅈ같을듯",1
둘 공통점. 여자연예인하고 ㅈㄴ많이사귐ㅋ,1
둘다 10새,1
둘다 못 생겼음 거북이상 멸치상 극혐,1
잘생긴 남자는 얼굴 값을 한다니까 ㅋㅋ 저러면 여자들이 좋아하는줄 알고;; 극혐입니다,1
ㅋㅋㅋㅋㅋㅋ송중기나 이종석이나 ㅋㅋㅋㅋ면상에서부터 보임,1
ㅋㅋ... 송중기 깝치네,1
잘생긴 사람들이 다 그런건 아니겠지만 주변에서 여자들이 오냐오냐하니깐 왕자병 걸리는듯 ㅉ,1
난 박보검도 좀싸함. . 눈빛이 . . <br>앞뒤 겁나다를것같움,1
남자여우 있지 있어ㅋㅋㅋㅋ 극혐,1
중기야... 맘을 그리쓰니 머리가 다 벗겨지지 ㅋㅋㅋㅋ,1
님 조선족이죠? 말투가 왜그래요,1
니 조선족인거 티 내고 다니지 마라,1
이종석 선 존나 넘네,1
이종석은 왤케 애가 무식하냐;; 지 얼굴에 먹칠하는 걸 모르네,1
제일 죡같은성격은 이종석이네 저런 개같은 성격은 진짜 주변사람 피곤하게함,1
와.. 이종석 얼굴이 그런 상인가봐요 제 전남친이 진짜 살짝 더 순하게 생긴 이종석인데 하는 짓 개똑같음 바람나서 헤어짐 ㅅㅂ;;,1
멸치처럼 생겨서,1
와우 송중기 극혐ㅋㅋㅋㅋ,1
딱 댓글 보면 못배운티남ㅋㅋㅋ 집에서 팽팽 놀면서 하루 종일 티비나 처보지 말고 책 좀 읽고 살아라 진상아. 에휴~~ㅠ,1
딱 댓글보면 나이든티남ㅋㅋㅋ집에서 하루종일 마음에안드는 연예인까는듯ㅉㅉ 작품때마다 사귀니깐 쟨분명히 먼저꼬리쳤을꺼야!! ㅇㅈㄹ하면서ㅋㅋ한심….철좀드세요,1
송중기 입술이 얇아서 별로임,1
교양제로 ; 쌍스럽다,1
남자 a형들 여우가 많어. 둘 다 a형일걸?,1
이종석이나 송중기나 좋아하는 배우는 아닌데 하는꼬락서니가 어딜봐도 선수같음 외모믿고 그런짓을하는거냐 아님 머리가 아파서 그런거냐?,1
사리 분별 못하고 바락바락 소리지르는 팬들도 문제임ㅋㅋㅋ진짜 족같은 예로 시상식 같은데서 남 수상소감 말하는데 카메라맨이 인기 아이돌 비추면 팬들이 소리 겁나 질러서 수상소감 방해함 ㅋㅋ;; 호응도 좀 상황 봐가면서 하길 ㅜ;,1
학력은 높은데 지능은 딸리는새끼들 한둘이아닌듯,1
ㅋㅋㅋㅋㅋ 나같으면 죽빵날렸을듯 미친 ㅋㅋㅋㅋ,1
ㅅㅂ 등짝스매시 몇대다,1
송중기 알고보니 왕자병에 관종이였네 ㄷㄷ;;;; 깨도 넘 깬다,1
발음 끝부분이 튀는게 중국인스러움<br>혀를 굴리는 느낌이 강하고 말할때 입모양이 너무 오므라져있음,1
송중기 딱봐도 걍 관종 저렴해보임 이종석은 걍 정이 안감,1
지들은 더럽게 놀면서 ㅈㄹ하네,1
아 송중기가 ㄹㅇ남자여우같아,1
이종석은 인성 개 잦같은걸로 유명함,1
가정교육 못받아서 그런듯,1
으 둘 다 존나 깨넼ㅋㅋㅋㅋ,1
어우 송중기 극혐이였네,1
송중기 병맛같앸ㅋㅋㅋ,1
이종석이 여우???<br>소똥구리 아니였음?ㅋㅋ밥먹을때 돌돌말아먹는데,1
자세히는 모르것으나 인성 쓰레기들은 티비에좀 나오지마라 사랑도 받을자격이 있는애들이 연앤하는거지ㅉㅉㅊ,1
이종석은 원래 별로였음,1
 아 채널 보니 니가 왜 시비 트는 지 알겠네ㅋㅋㅌㅌㅌㅌ그만 부들 대고 이모 인생 살아요&gt;&lt;,1
알아보고 댓글쓰자 어떻게든 욕하고 싶어서 추한 짓 하지 말고 불쌍해 너  같은 애들 니가 열폭할때 아이유는 기부 중 니가 이런 댓글 쓰면서 불효하고니 부모가 자식 낳은 거 후회하게 만들때 아이유는 니 연봉 시급으로 벌고 효도 중ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,1
송중기는 의외로 배려심이 없네..<br>이혼후엔 이미지가 별로 안좋아보임. 그냥 속이 좁쌀만할것 같음..이해심 노노<br>이종석은 딱 봐도 여우중에 상 여우같을<br>인상임..아쉬울것 없음 쌩까는 스탈~~,1
난 송중기 첨부터 별로였는데 건들건들,1
이종석이 썅  ..인성 드러운 놈들 이렇게 많오..싸이코  패스 끼 없음 연예인하기 힘든듯.!십프로  정상인에 90프로 똘아이늘 조아하는건가 ?,1
이종석 왜저러냐?ㅉㅉ 저얼굴로 나대다니,1
중기 싹다 이미지엿구나 이새기,1
정신연령 너무 낮다.,1
이쒸!!! 야!!  이종석!!  니가 뭔데 우리 아이유를 건드려??!?!!!!!! 너 내 앞에 있었으면 죽었어!!!<br>싫으면 싫다고 말하든가!!! 왜 아이유 망신주구 있어!!!!  그러다가 다른거 찍을 때 그 트라우마가지고 아이디어 못내면 어떻할꺼약!!!!!<br>니가 책임 질꺼약??!!!!!!!!!!! 아아아아악!!!!,1
이종석은 이해가 안간다.  조인성이 저러는건 이해하겠어. 근데 이종석은 아니잖아.  지가 조각미남인줄 아나?,1
원래 어줍잖은 것들이 잘생겼다 칭찬받으면 신나서 난리부르쓰떪. 조인성은 애초에 잘생긴 취급 받고 살아서 외모에 겸손해야 한다는 교육을 은근히 받았겠지만 이종석같은 사람은 그런 교육 받을 틈 없이 평범하게 자라서 티비나오며 올려치기 당하니까 기분좋아 어쩔줄 모름.,1
와 진짜 ㅈ.ㄴ 한심함 너,1
이종석 와우.. 원래도 좋아하지도 않았지만 민폐남이엿누,1
이종석...옛날부터 그닥 정이안갔는데...진짜 비호감이네,1
"이거 완전 악질이구만,왜?송혜교 쳐빨려니 송중기를 까야하냐ㅋㅋㅋ<br>송중기가 송혜교랑 이혼안했어도<br>이딴 선동질 쳐했을까?",1
수가 안 보이게 설레게 해야지 수가 빤히 읽히는데 무슨 고차원ㅋㅋㅋㅋㅋ내눈엔 외모도 김호진2인데 그냥 저렴이관종 느낌,1
못생긴게 여자가리네,1
호빠남 ㅋㅋ,1
ㅈㄴ 생각없이 댓글쓰네,1
미친ㅋㅋ이 정도면 남혐 생길 듷,1
찌질한것들,1
송중기...왕자병 심해보였음.,1
니 얼굴이 배우 얼평할 수준은 아닐듯 거울이나 보고 오세요ㅋㅋㅋ 현실의 비참함을 알아야지,1
"확실히끼나바람끼가있는사람들이있어요.<br>그런거보면요.가볍거나~버릇이없거나~<br>이종석은좀재수없고,가볍지요.<br>얼굴에서그게보이니까요.",1
와 존나 충격이다 왠지 처음 티바나와서 잘생겼다고 날리났을때부터 존나 쌔했는데ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅌ극혐,1
",이종석 쫌  또라이구나",1
이종석은 가만히 보면 개또라이같아,1
이종ㅇ은 거의 인격장애 수준이네ㄷ ㄷ ㄷ,1
이종석 지깟게 뭐라고.,1
종석이는 저러니까 싸이코 빨갱이 역활이나 맡아서 하지ㅋㅋ,1
한마디로 무례함. 무슨말하는지는 알겠음. 근데 지 애교 애정 안받아준다고 ㅈㄴ삐져서 일부로 차갑게대하는거 존나 어린애들이나 하는거임,1
이종석은 아무리 봐도 기생오라비 같어,1
ㅋㅋ내같음 대가리 쳤을듯,1
유튜브 미국거라서 고소 99.9 프로로 안 돼 븅딱들아,1
이종석  극혐  연기도 못하고  무게만 잡고 발음 뭉개지고. 송중기가 연기는 더 나은데 둘다 비호감,1
이종석같은새끼가 제일역겨움 저런사람 은근 많음,1
둘다 꼴뵈기 싫은 스타일,1
인정요~ 둘다 재수없어요...,1
꼴뵈기싫은 스타일 엄연히 평가고 악플인데 익명으로 얼굴도못까는주제 누구 평가할 자격은있냐 ㅋㅋ 당사자가 괜찮은데 왜 니가 흥분함? ㅋ니같이 기분대로 악플쓰니 연예인들이 자살하는거,1
ㅈ랄 오졋다ㄷㄷㄷ,1
말귀를 못 알아 처먹어 ㅋㅋ 난 탈세자 옹호하고 다닐 거니까 니는 청결한 송중기님 빨고 송혜교한테 댓글 달고 다니세요 ㅋㅋ 다른 연예인들 탈세 범죄때리고 다닌 거 신경쓰지 말고 온리 송헤교한테만 쥰내게 도덕적 윤리적 잣대 들이밀고 사세요^^,1
멸치비호감,1
송해교랑 결혼까지 하는게 제정신은 아닌 애란거 이미 증명임,1
니얼굴 비호감 .^^;<br>이종석 눈호강. ^^♡,1
애초에 송혜교 왜욕먹은거임? 둘이 이혼하는데 송혜교 혼자 욕먹는거 보고 송중기 인성 좆창났네 싶었는데,1
으 송준기 진짜 췡롬같아...🤢🤮,1
송중기가 저랬었다고?!~완전 이기적 관종,1
송중기는 원래 싫어했는데 이종석은 더 싫네,1
둘 다 처음부터 눈빛이 싫었음,1
공유가젤싫어,1
정신병인가 고소함 당해봐야 병이 낫지ㅠ,1
니엄마 응 아니♡꙼̈ㅑ 이보영이나 많니좋아핸,1
ㅋㅋ이종석ㅋㅋㅋ찐따같아,1
저렇게만 모아놓으니 송중기는 관종같다,1
송중기는 딱봐도 방송에서 여자밝히는거 보였는데 빠순이들이 빨아준거지<br>이종석은 뭐 존잘도아니고,1
정작 본인은 논리적인척하지만 일반화하면서 빼엑대는 전형적인 방구석히키+손에 지방 낀 족발,1
@adam kenneth ㅋㅋㅋ𝒁𝑰𝑹𝑨𝑳~잼민이,1
얼빠인 개돼지들 때문에 송중기처럼 날뛰는 연옌들이 많은거지,1
Ga2?,1
송중기       지집애      같은자식,1
이래도 대깨문..,1
마지막 놈<br>몬난놈,1
올해도병신이풍년이구나,1
